STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,animals,Live animals,month,Month,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),PL,Poland,2015,,10590.20,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),PL,Poland,2016,,11106.70,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),PL,Poland,2017,,11908.20,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),PL,Poland,2018,,11027.70,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),PL,Poland,2019,,11215.50,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),PL,Poland,2020,,11727.40,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),PL,Poland,2021,,10242.40,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),PL,Poland,2022,,9624.25,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),PL,Poland,2023,,9769.70,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),PL,Poland,2024,,9078.25,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),PT,Portugal,2015,,2247.33,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),PT,Portugal,2016,,2151.16,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),PT,Portugal,2017,,2165.31,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),PT,Portugal,2018,,2205.05,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),PT,Portugal,2019,,2255.87,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),PT,Portugal,2020,,2259.18,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),PT,Portugal,2021,,2221.02,,p,provisional,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),PT,Portugal,2022,,2183.32,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),PT,Portugal,2023,,2181.04,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),PT,Portugal,2024,,2192.68,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),RO,Romania,2015,,4926.90,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),RO,Romania,2016,,4707.70,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),RO,Romania,2017,,4406.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),RO,Romania,2018,,3925.30,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),RO,Romania,2019,,3834.10,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),RO,Romania,2020,,3784.50,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),RO,Romania,2021,,3619.60,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),RO,Romania,2022,,3328.70,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),RO,Romania,2023,,3154.10,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),RO,Romania,2024,,3257.50,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),RS,Serbia,2015,,3284.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),RS,Serbia,2016,,3021.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),RS,Serbia,2017,,2911.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),RS,Serbia,2018,,2782.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),RS,Serbia,2019,,2903.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),RS,Serbia,2020,,2983.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),RS,Serbia,2021,,2868.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),RS,Serbia,2022,,2666.98,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),RS,Serbia,2023,,2140.99,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),RS,Serbia,2024,,2349.18,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SE,Sweden,2015,,1435.30,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SE,Sweden,2016,,1436.40,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SE,Sweden,2017,,1382.30,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SE,Sweden,2018,,1417.20,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SE,Sweden,2019,,1481.20,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SE,Sweden,2020,,1389.30,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SE,Sweden,2021,,1372.50,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SE,Sweden,2022,,1416.27,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SE,Sweden,2023,,1326.44,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SE,Sweden,2024,,1360.46,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SI,Slovenia,2015,,271.39,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SI,Slovenia,2016,,265.74,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SI,Slovenia,2017,,257.24,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SI,Slovenia,2018,,259.13,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SI,Slovenia,2019,,240.14,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SI,Slovenia,2020,,229.48,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SI,Slovenia,2021,,215.71,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SI,Slovenia,2022,,202.15,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SI,Slovenia,2023,,196.14,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SI,Slovenia,2024,,232.35,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SK,Slovakia,2015,,633.11,,e,estimated,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SK,Slovakia,2016,,585.84,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SK,Slovakia,2017,,614.38,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SK,Slovakia,2018,,627.02,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SK,Slovakia,2019,,589.23,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SK,Slovakia,2020,,538.31,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SK,Slovakia,2021,,453.08,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SK,Slovakia,2022,,380.90,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SK,Slovakia,2023,,403.04,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),SK,Slovakia,2024,,412.31,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),TR,Türkiye,2022,,1.65,,e,estimated,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),TR,Türkiye,2023,,1.67,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),TR,Türkiye,2024,,1.72,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),UK,United Kingdom,2015,,4422.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),UK,United Kingdom,2016,,4538.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),UK,United Kingdom,2017,,4713.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),UK,United Kingdom,2018,,4648.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),UK,United Kingdom,2019,,4741.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),XK,Kosovo*,2015,,44.15,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),XK,Kosovo*,2016,,42.31,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),XK,Kosovo*,2017,,41.09,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),XK,Kosovo*,2018,,40.16,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),XK,Kosovo*,2019,,40.53,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),XK,Kosovo*,2020,,45.39,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),XK,Kosovo*,2021,,47.38,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),XK,Kosovo*,2022,,45.42,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),XK,Kosovo*,2023,,43.69,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),AL,Albania,2015,,29.10,,e,estimated,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),AL,Albania,2016,,38.78,,p,provisional,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),AL,Albania,2017,,37.83,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),AL,Albania,2018,,38.83,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),AL,Albania,2019,,38.53,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),AL,Albania,2020,,32.20,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),AL,Albania,2021,,33.31,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),AL,Albania,2022,,28.46,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),AL,Albania,2023,,23.62,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),AL,Albania,2024,,21.40,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),AT,Austria,2015,,683.35,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),AT,Austria,2016,,660.56,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),AT,Austria,2017,,667.80,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),AT,Austria,2018,,652.75,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),AT,Austria,2019,,650.93,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),AT,Austria,2020,,664.11,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),AT,Austria,2021,,655.05,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),AT,Austria,2022,,635.85,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),AT,Austria,2023,,605.34,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),AT,Austria,2024,,614.53,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),BA,Bosnia and Herzegovina,2015,,180.00,,e,estimated,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),BA,Bosnia and Herzegovina,2016,,181.00,,e,estimated,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),BA,Bosnia and Herzegovina,2017,,189.00,,e,estimated,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),BA,Bosnia and Herzegovina,2018,,187.00,,e,estimated,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),BA,Bosnia and Herzegovina,2019,,187.00,,e,estimated,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),BA,Bosnia and Herzegovina,2020,,190.00,,e,estimated,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),BA,Bosnia and Herzegovina,2021,,234.94,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),BA,Bosnia and Herzegovina,2022,,185.53,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),BA,Bosnia and Herzegovina,2023,,148.35,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),BE,Belgium,2015,,1630.64,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),BE,Belgium,2016,,1577.09,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),BE,Belgium,2017,,1563.80,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),BE,Belgium,2018,,1596.52,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3110,"Piglets, live weight of under 20 kg",M12,December,THS_HD,Thousand heads (animals),BE,Belgium,2019,,1584.68,,,,,
